provider,token_amounts_a,token_amounts_b,fees_a,fees_b,invariant,token_supply,event,logIndex,transactionIndex,transactionHash,address,blockHash,blockNumber,block_date
0xA0EfF44b01007E8c212411f53AB171B38B63aea8,996252966984438,502011435498538,12462822991,12465140310,158844334500972122639074,147018475870550767045551,AddLiquidity,260,223,0xcf6fb464951323d760d767ea931fa12adda998f2b88a7a10d6c696a0900f8690,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xb5c625288d2ae7eccb6b7af88cbf79f2830bcdd072c8d48aa6c71ffc67d37825,18177856,2023-09-20 15:00:35
0x29BF32b4003358d5E89e34DCe243475aa104De91,60000000000000000,60000000000000000,9302081058,9303942295,158843346828800724978661,147017548641278614216347,AddLiquidity,155,90,0x86c4ebc107bb42ff00ebba7a807400a8be703e48300fda6333e7db83ea97b278,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x7db7f462f865a179b2c5191d46d6d4ea2f38ccfe22527e082f9c51102501d026,18180382,2023-09-20 23:28:11
0xF11C19Ae9390392763Ed8E4c51BA4055e7C7C6f3,100000000000000,0,2507031750,2507501903,158841963018920754647627,147016224158502852954003,AddLiquidity,163,60,0xfe18e0c95edd20f116d713fd7ff6c5988d965d01af09f3cfe2a48db5ae328161,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xd913f9c2adc7c529cad5f44a3b05dc1b038a7155785fa1bc0c63f4e1c2f35a84,18182302,2023-09-21 05:54:47
0xfF4EE3F191252868F7B0Ca50D40Ecb01dA00e68C,0,29999999999999998,747713576769,747856089099,158841993204216348617381,147016251920985194306108,AddLiquidity,608,82,0x4c9537512d1c60394738a9190e31e8a7fe1710008ac3beb3daef15231c4cd7ec,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xe83a5c1cd1318b75039f962fd388e5c95b9ce1b7c3b1ca12959e589c028e8331,18182593,2023-09-21 06:53:35
0x6c4595e365910dDE0a963D3C9760040C96766cB6,0,160000000000000,3987804977,3988565067,158841993363453339369103,147016252069051766343152,AddLiquidity,204,87,0xffc406af4dca3f61927c6231664cfdd755b54658ad82cad432df38358f131f8d,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xa063eef791ac8c3d6388aa7f88e2f62debc100f60f2bf70b1acba220b69ace1f,18182602,2023-09-21 06:55:23
0xdB864FB636eA37B61D02229AebaC8b0679760BD2,307474803637856,0,7709127553,7710615849,158833260471755658871158,147008167614538789499653,AddLiquidity,181,59,0x26c0a45a20c21a35bd367c6c15dc0fb72c8debce2c8d0b37143481f58a8d4cf1,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x0e70a7f03069807cd55efae005d2f35a459fa6377385a4594c182a05cd3bd215,18183345,2023-09-21 09:25:35
0x70C0b81518C64382513745cC4Fb6724593EDC32b,30000000000000000,30000000000000000,5340153180,5341380038,158833323697996434343857,147008223147555519383913,AddLiquidity,145,25,0x56b41de50f51d4e59d322a04fe3267236cfcccc5c5af50b66e5b9a509f157c76,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x4eaf7a1ec5cedb5e3e6a9b1e6bafa2b394a174dd7f4bad8ca792ac6071784f50,18184121,2023-09-21 12:02:23
0xcf7602A0df2F4A6A59edEc5b4a241248ebEe24e1,49550000000000,0,1243018301,1243303874,158833323747546794915800,147008223193419510146569,AddLiquidity,258,124,0xe6c76ba15b02631d4ff06027271a611419b8e12bee9316a8f1bd8a2e3aea9aa4,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x3f1635ef15584beb5473ebf056d5bfe419b746f1cb1f052f6658b9250b1e99f5,18184219,2023-09-21 12:21:59
0xce0e979F6C5b3d8a70901Ec4Cf0618f9fb722755,85054213310419,0,2129795458,2130025185,158754323793768691104917,146927345238600170969630,AddLiquidity,29,6,0xe99e683c64cf1fe0a7315aed06fd8a37b37ff62e3c0b250dc9d0bcbaef5fa171,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x9cd870bc60799e88e4eabb492cdb4bd755f4491aec7b9ac1e56497ed16960c70,18190814,2023-09-22 10:33:47
0xc55cc7F53D5c425f0AD7168b13784B3a4Daf70Df,0,28738688783296505,716230240614,716369662672,158502543898443720919444,146686948800989223930046,AddLiquidity,75,19,0x01e59a581e924bdcabe7290c1edcd0c9d56e0a6d95fe2fd827f56561cb10a45b,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xe0dc351b2ac22e010963e7e5a171765552a829097a2689c366d802ac48fd14a2,18193667,2023-09-22 20:10:23
0x7333aB7AE068Ef92fb77A2bcab32FA273c45185c,0,8266883457737592917,205979953689427,206023415964870,158510782076174309439211,146694571648893166353232,AddLiquidity,119,47,0x1135ea774f49d66553d48907ba918d5fd1b5ce566545daf02d03af4bf5f45ba2,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xd9679020f15e9af43c1f450f941e0d12a2750c52ed95379e7cb9d1f2b42e13cb,18194461,2023-09-22 22:50:11
0x31d377380133eC73F8028413a3C2cf740e7d4Eda,200000000000000,0,5012368062,5013194718,158510786818215977295305,146694571833990133475854,AddLiquidity,209,99,0x50caaae0ad4abc1af27165e5b7091feee62880a915f2026e6ce86aa3237f7dfa,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xd18c8351ab0bce4f1693c6177aeff82867e38f1f56c269122a3cff8b52e98c40,18195082,2023-09-23 00:55:11
0x8BB037ef7344242eF29BF3599F94C280F1099AF1,1000000000000000000,5000000000000000000,99764947456143,99774901802115,158515763930154866165950,146699163649098266345282,AddLiquidity,168,66,0xa033817275863c41c15d0f661b0b2fa797b23fb01eb9e8c77c2010f56c76a771,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xa6d6ecddc1875f700250c64e7b48073f87e767e1c6fb544efe50fab6e0b4d656,18197058,2023-09-23 07:33:59
0x68049e6DF9Ba60d1f38A2DB8f39E24Ea2bB7cdf4,0,34999999999999999,871006162460,871254756872,158505320714203248862555,146689399853943665348610,AddLiquidity,135,51,0xe7c5001d151aa156ec8608b21a8e82a2b3601eecbf585e6b77797889e6a2eecd,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x6d78f05f40c5e25fe4e98f3747d71361b7ae559ca4ffa5ed6dc0c24eeae66247,18198206,2023-09-23 11:24:47
0xDd50A03fC84B9Cc8E0935A3DEF7D74903641842e,5000000000000000,0,125535061832,125570891635,158505325714047136158308,146689404481643523872571,AddLiquidity,263,146,0x5945df39d12fe8ddfdf793a3a87700e4d81997ef4fb0e000ee875ed3fa1fdca5,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x384ffcaa0a974b7e261f33926242fea3510c5da435772d108424ad6332ab6974,18198323,2023-09-23 11:48:11
0x477AACEa5afE06044aC8c7D50e672B91f2788eC6,2950765168970184,2960986388576809,0,0,158512747076805138559659,146689409952442068106604,AddLiquidity,118,69,0xf10aa08e326aa3f0307b85e9f300b555acf5c1e445a9d4940f93a809de040ab4,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x00c1a78a432a69b484ebad7cd7bf5598349b655918c693f7401d83516bf9624e,18198690,2023-09-23 13:02:11
0xa451F55d22982C0F008EAFeC7BE0e6F8e03b4325,50000000000000000,0,1252091497750,1252231159635,158512797079595965368264,146689456223247791867077,AddLiquidity,413,116,0x3cd2fb01ce9ba510c73122ef55c174d9811d03f292a5a0d1643c243f7059a54a,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xefa2b351a65c57b6a5e37ca1b1ead9b5e96e7a4e5c707f91206542dff3a81124,18198714,2023-09-23 13:06:59
0x184f8A18d9a3D8D274497F81E1f6B9B5c020852a,0,250000000000000000,6244687636960,6245019711289,158511582110915659744407,146688312492538537409427,AddLiquidity,199,22,0xbe820c175edaca518142b092b2582abd7183141193a013f4e7396500931d9c6c,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x81b4377aedb94df73b95404c2de5373709c70421cd8b428ec5d3f064fd743c80,18201110,2023-09-23 21:10:47
0x13B59e1410c5D6EB96C4f53F757A7b4fD0855C29,0,199999999999999999,4979357845926,4980643374148,158511801675625348798249,146688493925010171866946,AddLiquidity,57,39,0x6e411fef7ce2ce08eb6d955c2f601494d50f29fe92ac002df253a6dec3f7f9cb,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x851fa3208f6b7764aa1cf68bc8610ba8d2f856f00003bf07a98d865fa7b84097,18201935,2023-09-23 23:56:59
0x52724fD64a06FfEEad9DAb2462883Ea34FdB1848,432400000000000,0,10847023287,10849500301,158511803970430499661317,146688494325183376007374,AddLiquidity,84,20,0x2c9d72787ab260397cec85168114130a87e9c253b14acd374373a576885cf807,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x2f96fdb5bf04ad73d0a42769272cad7e3c83f67dd7900d5bb3c485f8040faba7,18202170,2023-09-24 00:43:59
0x271fbE8aB7f1fB262f81C77Ea5303F03DA9d3d6A,4743000000000000000,0,118922491533748,118945609205499,158515870619108773174140,146692255499350374860967,AddLiquidity,289,74,0x0020ebe0f2afea94f7b1e36e263b0ac48ab549773aa7f59daca0bc820113ec19,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x310912a43ac663d36bbcf78278d9009909760b682d21cf7afc8877459b8bcbea,18202935,2023-09-24 03:18:35
0x225bc778fF20a3B50a06e9A2fFadf7CCd5d7728e,9950475520900441923,10010312722565390457,0,0,158535831285524982947748,146710727420271171170696,AddLiquidity,140,83,0xbcb8ecdb77039b06e2d66e5c6f6b00d009fd04458d253d56f378cefc473db94c,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x232deec450fb6a3210090369bb598955d11da912dd84b973b00e56583952dc90,18203237,2023-09-24 04:19:47
0x8e36b44F20167AAF255eF94811b99E3cF858d084,784000000000000,0,19657458437,19661300669,158535832194589642164853,146710728145827644407075,AddLiquidity,186,70,0x75aebd8f5da2c2482eb13df0a5cf628e2c540db64b1cac67c676bf73196b80ee,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xf82fafd600d69d195ca8244ea8c9242c674cdcab4137e48b23a6b02a34da3b27,18203250,2023-09-24 04:22:35
0x65884782653922637b0cBb37D35988097E10ee22,100000000000000,99999999999999,15144860,15147820,158535832394570012384837,146710728330909749327438,AddLiquidity,26,70,0xad5185e852b95df7edfe9e044e4ea90bf3341a81613e794ef64da071429f0b5a,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x40b1dccc0d372d267b3217d388baecd9daf91a4f98fcf9990167586961336ac5,18203266,2023-09-24 04:25:47
0xD3D2155CFD4DCc3220A1ca7D4b161576Be3eFFB9,100000000000000,99999999999999,15144860,15147820,158534751993074838374186,146709728515991854247802,AddLiquidity,70,40,0x84a113ff41f3ff8e2db317cd759569ab654c4372a70e03273d40daea93d442da,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x93fd606274eea8ea9abc2cbd1cc948db6915b26c7e997575434e8f454fdcaa73,18203322,2023-09-24 04:37:11
0xdfCB9645D8EAD890A92Ca255f38C7a5896E80dBB,100000000000000,99999999999999,15144860,15147820,158534752193074852830101,146709728701073959168165,AddLiquidity,73,11,0xf7eee1a6c2fd9275033e814ed313f250cffec9b26c2f7a81b7df3229761ffa54,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x148b07142229ddeb9e5ee66563d076b1f3cc30824423f66b8c0eeb4ec258cf67,18203331,2023-09-24 04:38:59
0xaE6B65be7a4bDF1267BaA6B108860bcd75b14492,0,200000000000000000,4983719645309,4984734371750,158516074574068673893049,146692441834220309416189,AddLiquidity,40,25,0xc37edf76fe7abe1fbd9bb1322d643f8863e92636faaba0dc3a7a933e0e6cb93d,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x4fc675baa3ee2f037e8e4f4c77ae939bc9aed82f515c30733d67ae91291ce32c,18203800,2023-09-24 06:13:47
0xdB864FB636eA37B61D02229AebaC8b0679760BD2,342870198678715,0,8605644030,8607912604,158512163847705706525554,146688711375399262133179,AddLiquidity,90,0,0x3805407991b54904ba2910e2f71e3c97bf9dae436e07cc747ad7fe812009eb1d,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x5d7b24645b404cbd78e47f19ac849232d84ee7232f6368b165871e667322653c,18205048,2023-09-24 10:25:35
0x184f8A18d9a3D8D274497F81E1f6B9B5c020852a,0,761924741716294399,18977559125203,18981957191507,158512927651399146429768,146689416351345840100769,AddLiquidity,72,34,0x342b5e1d891ad5d6e46d863456a364cc8b03bfa255d4a4536ac0eccdc56e2a45,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x4f3f920d05bc7b6bd87cba1c77ee0ede2588376f55406ad3c0ca20e558419443,18205198,2023-09-24 10:55:35
0xE3eEe2830Fe447BB5EC9864D69C81fB736cBBf1a,0,187999999999999999,4666895952297,4668952056254,158518594466543931390092,146687489976644685923016,AddLiquidity,134,23,0x8a57a4c99377007a4370c64360acb26b52808d467b4d345af49c266c6ffb2b9e,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x293dd1aa1d6618a6bb01d0eaadc916436598e98ebeb0793cdcbfde728a25246b,18206427,2023-09-24 15:03:47
0x0dc092DF6818C0f0E8040711EAdCE286e274e62d,410000000000000000,1230039126480017062,20348426389253,20353238221649,158520251266310731776658,146689007483527574503511,AddLiquidity,152,40,0xc94114fd7b9f643d814fe99f14d4092290db2a5666c23236a532158bee2d2545,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xf9ef7ec49bb1a379bfb5001ab991aa3d0bfb69f1cbd06cc30dce0e8746329f11,18206637,2023-09-24 15:46:23
0x271fbE8aB7f1fB262f81C77Ea5303F03DA9d3d6A,0,79999999999999999999,1991699818960571,1992247927537294,158598629354648114145704,146761525066793850350948,AddLiquidity,79,5,0x73411fc50025c5a41fdf0e7e5dd9b3a1210e34b29752fcdface97303a87a6ae5,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x7813712938e147a2b89901ccc666b614d08423bed76357f9a50e0138ab8e9656,18208075,2023-09-24 20:35:23
0x271fbE8aB7f1fB262f81C77Ea5303F03DA9d3d6A,2000000000000000000,3253388425349053435,30873469254390,30880420660659,158603885105317179671865,146766386178582081036655,AddLiquidity,177,12,0x70932e0bc0b55749acfc90bccb981a0cda6e6bb43d92f4929523776610cff11f,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xfaa6e59d911e24ab593961ef33b482f79be95b3c6d576562de729516ac674467,18208920,2023-09-24 23:25:47
0x75e1b92a59F0CdC3D72346b983cfb1D1D2F2DEd8,0,109516870506506925,2737056436974,2737110563364,158591857034937177774822,146755238857798526796113,AddLiquidity,302,101,0x3cbf4c0612ae36370600a1a66ddaec9d8ba96c54b335b98ffea57ee9f59836f4,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x2466504f572c3c42a5acbbd6eee054e5f549c2625a6d31ca76c758e7293e0912,18209946,2023-09-25 02:52:23
0x271fbE8aB7f1fB262f81C77Ea5303F03DA9d3d6A,4770000000000000000,0,119392702690582,119402108140854,158596630904379976667840,146759652798277756776879,AddLiquidity,691,66,0x538c442cb40d28b80b54ab281d2728aa5cc510a509bf1061b4fb00a663a9eecb,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xe767be16b42500833961af95042dd94e095c61ef7b78fe61bd01e7dbdf57f21b,18210472,2023-09-25 04:38:59
0x1309dc79572521D28B0DBbA83dBF8aBed84d5f77,0,99999999999999,2496418573,2496642122,158596631606536623748934,146759652890805421116302,AddLiquidity,72,38,0x92343783617a2ef007c04ea2be13fa319288189878982c81a1ed49e67d4e653e,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xab69adac9335bc4f5633b969f1a368f024ca25f2f5f452aa5ea4ae2c4c46865a,18210569,2023-09-25 04:58:23
0x38dB68818b4200B20cF41e0649B2E0429B481673,49484319483430474,49999999999999998,0,0,158596757980580817141930,146759744949982495741714,AddLiquidity,165,95,0x14fc9f2bea1fdc9729caef00838722edbf68b05fbb0c10491b51803d9a5ff9d5,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x3e84c0b06cfe3b571230cb21397ddc7d2b34f8ca3426e7eab73caec007c81360,18211454,2023-09-25 07:56:59
0x9d31F4D67785a9E60f65006E7f2d8f2180dCc933,300000000000000,300000000000000,62108147,62124743,158596864071396551897280,146759745505200620280179,AddLiquidity,115,53,0x7074cd36b4e99e5d6b4295b9337630d87f4ddf52cece217aae2284744d87c010,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x288883cb5a4e3612383be30f43eb20160b11afdc5aa74bb40aaf5696fdd18d1c,18212028,2023-09-25 09:52:47
0x5000DbBd4D6b4616f4F4ABdD25C16BebB74b6F17,0,26674906505788336,664022728479,664200166717,158596890742746853626197,146759770184665027668734,AddLiquidity,169,73,0xe75068e368e36e5dd2269bc452ed50a7b3cdd1eb1b9c40a53f9fd15cf3a27a53,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xdd89e00d618b8d54628923e8dd50d86f9b90baa5450f7670e362a54a68cf6c4b,18212095,2023-09-25 10:06:11
0xe56D4397E492a5Ce2867E30c5547F312C1c25F56,400000000000000,400000000000000,72211507,72228332,158604256149520331721266,146759770924921456376206,AddLiquidity,288,164,0x781ac6ddab66d7e8c4ccff103f341f27cd00d7cb70a2f6d4cd1ccbacdd15246e,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x59b8f48a99d8b11329415293a7f45a134970b76366ed205b26f3ea67a08d78ca,18213056,2023-09-25 13:19:59
0x3AD9690724747F141310A871519f17B156Ffa47B,41918321744784564,0,1052014039877,1052285520224,158517571144800128825535,146679554400969430905566,AddLiquidity,221,100,0x543b73c322913a76663bde47ea8d1bd061a569c27387ceb07e8733048222b88d,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x2a72300a43cf849d709c31876bab140f613b70b364bd47a7256cf3ff0fd83118,18214357,2023-09-25 17:42:35
0xFaFdE3Da980dd5Db67bfe14262E77243d2B4580B,2000000000000000,4999999999999999,74521834517,74534795183,158310335318804434087769,146487790073011927292162,AddLiquidity,237,80,0xf9b776f81d237ed60a99afe543f5644de8352d3c6e8c693f201f6ef7827f44ec,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x08ae4484f1eb83cf8463f463ee22489659d5520a6862fe29b54e0556506c12d4,18214691,2023-09-25 18:49:35
0x271fbE8aB7f1fB262f81C77Ea5303F03DA9d3d6A,2052893393736382763,0,51689329241345,51713956419028,158301015290235871339960,146479103300477988818177,AddLiquidity,91,41,0x67629de7749f1219410b576cf2c43999fa71093723186d16243a8c31d0675507,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xbffc97c5f3e00df12987474cb892115bc58cc6450b51b1765d4b10bd210d6e6e,18216875,2023-09-26 02:08:23
0x271fbE8aB7f1fB262f81C77Ea5303F03DA9d3d6A,700000000000000000,18308689129284235177,439790201290196,439816491132007,158271922445565650401963,146452141116035124750407,AddLiquidity,79,10,0xb2e041c1f222fa02c148c4bf7a654d364468dc6ed32f6c9c96e43d4d97e917c2,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x16027512952b24da229305a925e670316f5c38f48a0b8da73d9644f3c1bc8718,18218434,2023-09-26 07:22:23
0xb0Ad9E3dF6D5B1Bf772dcB6a60aB05bB33eF7414,39804335647238974997,39999999999999999999,0,0,158328092552302107713154,146496301721688111993361,AddLiquidity,115,47,0x18836fb33fc1037f07ed15f687cf2cc842ed8c81c52147dfc50d0cf185427b54,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xdcb8935b1fbeb1eb13850cce45e6e220b7261d5a7e56ab882b8a8b5806d3f57d,18221095,2023-09-26 16:18:47
0x271fbE8aB7f1fB262f81C77Ea5303F03DA9d3d6A,3000000000000000,3000000000000000,103539428,103534818,157408185840446787700417,145645036172136388708869,AddLiquidity,269,140,0x18771c558ab3f7a92e259598db8dabfaa0285e483c3bcb36a3f6d0a076bf5e0c,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x1a8aca5622133ff741caf33f558bc65646eec59c19b9ce943400b3b8d3c40b22,18225261,2023-09-27 06:17:35
0xdB864FB636eA37B61D02229AebaC8b0679760BD2,581745277466022,0,14579933049,14582359395,157377687006467779198421,145616802757239933482675,AddLiquidity,80,1,0x5971a05df1538097e4d03caa39aadae3a06dd49d4178da22b4a0d59bfac81a5f,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x3e63b657e295d7bceb45d229941d37d1bb8c5b382e73fcf46f74bc787ba331b1,18226782,2023-09-27 11:25:35
0xB58532862c0F14bC31209D6dCBE6Cb0F78d55378,0,262110083773457014,6535171570696,6536268028138,157380589140692043716663,145612162365278138742041,AddLiquidity,105,57,0xbb1721e939b80fc5da25ef1ef9fd802a557ff42ecebdabd490a5e81608bc6027,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x99d10e6f1dbc2179e23e801c4c737332964de627b564f4bb2dfde712ed106aa7,18227170,2023-09-27 12:43:35
0x3Add3088438DD1c31A3D6Db56Aa43a82C8ce1d51,1124383309732646011,1124383309732646011,166637094905,166668967272,157367875920302481897300,145600397987769307599276,AddLiquidity,261,98,0xe056f33a012b56aa6a74ea951d9351e3cda35ef1b37fcd8c4749edef7fea5db3,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x54bd08b9a0e60dbcec79225cc43c51db849952a713c164f8427928a9f83582a7,18227659,2023-09-27 14:22:11
0x3Add3088438DD1c31A3D6Db56Aa43a82C8ce1d51,0,427815386400353471,10662663157747,10664703503456,157368303694654687218381,145600793754914013339908,AddLiquidity,244,91,0xc28177925b040db3206be8aadc9896b89b5389fbe2cb2d6f6e109b4833a5931d,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xec52c7226c5986b0805ed962dd094a6f56ddfe7dbacc984fa16a62edf853a0e1,18227794,2023-09-27 14:49:23
0xa7cb16Afb4Ce72173e7C84E8Fd52b2ED0089C13a,0,5000000000000000000,124689763600847,124709233489600,157265446654931515072687,145505610958838817802420,AddLiquidity,285,96,0xbc12354ba470daab96b1286247e485012f9810610cd36ea5187df1641c12ed75,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x0c911dcaeaa34c63f16c8f24db7bd00cf7feeb7d72b0aa89d1110667ea5db240,18229319,2023-09-27 19:56:35
0x6104a3A414A49ad7fd362a50E38abBD4Ef0DD877,990000000000000,990000000000000,102879696,102893493,157232337094796655509832,145474974966223673663481,AddLiquidity,260,38,0xa37663e71f7068fadf9d6e8f78ba4c2fb16783a0f64ba480431262e220a07211,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x66e23cb334cf59f7a02d4f054aa7306f7301288475491117efaa74555e9d5f25,18230841,2023-09-28 01:02:11
0x28DFdcbb6054D3B1d6C206B7937954BF07d09787,10500000000000000,0,262816276101,262837386903,157232354159948845962305,145474984680968845161555,AddLiquidity,1297,111,0x75490e9ae404053d60648303f20e1dd259c68b511fb4a612900bfc86f647dc69,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x5ab775e2dff1ece736af2afa07e93330707e4e37ba0caa1a5fa6ee771ee96e95,18231398,2023-09-28 02:54:23
0xA3A179230115bf7e62709c4570Ef323727c2a958,74516849789751820,74999999999999999,1237008309,1237292651,157232512786182259176801,145475123017358349211010,AddLiquidity,213,48,0x4986f305d26acb145b68357961962a15a68918ed135e77294cde354fcbf0ba7e,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xc92912aa6c4a1e1a6f0bf9ca3fc32f89c49a3ffd44d0d970dae993b9231eb336,18231817,2023-09-28 04:19:23
0x2d15D3ff011CD690CB8E0541c369e19b30C49dbe,997006321342452976,999999999999999999,0,0,157211895270387683744428,145456038782016320384683,AddLiquidity,150,35,0x8659fa3625750f08a7a7857e803798912a241d26252a67d42d641821fe4f022d,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xd9db227d1675d31c5dbd75ecae32d2755e38769cb9e1e2b51c57774032c75e52,18232189,2023-09-28 05:34:35
0x180a2A51Ed8847B1680597477654363C99784639,1000000000000000,0,25066475212,25070919130,157211984825349759497398,145456039707274386817037,AddLiquidity,249,159,0xf7222baf1082702a37efaaa1d0b896375aada663d91b6026680afb94394c5810,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x56289ed66c8d695ebe7b5df92aacb03b02b22f7f06196c6397088a2c7c2afb52,18233350,2023-09-28 09:30:23
0x271fbE8aB7f1fB262f81C77Ea5303F03DA9d3d6A,25000000000000000000,1000000000000000000,603360892789691,603565310863189,157173156336579622217316,145420098140384248171273,AddLiquidity,577,173,0x570a2f16bd1afa5134a508394e8cb446479f7368a7ab52caa03918f508f92283,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x555a026bc1631c08c76e46866e41a1cf64e7846b67f146d74bce556d51e728db,18234011,2023-09-28 11:43:47
0xd0baf307aec7eb5487de784B6ae056782d581227,295192670303,298262872416,0,0,157173155733709732210187,145420098140933326196754,AddLiquidity,81,44,0xf98ac74836ed31c3c6bf7b0b3769496d53b6c6ba25de4f0193642439148427a7,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x5c4e4bc02944f617ad03258885ff490687182c246bcf13ecb7ac720dd36c7077,18234029,2023-09-28 11:47:35
0x79Eb6FC8cC8B4dA5632967BD7a50EDc90961386F,440000000000000,0,11043669911,11046593276,157180900920905005530419,145420098548044594608225,AddLiquidity,506,243,0x7874394a928caa91cb4d45766456a1811b1e9e2f60b7710eaf1757614d41b251,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xf95c5cab018a44c20d293127bea3f0dbd2a594e328fdb68f4b9b8b01bdbe2cb4,18234463,2023-09-28 13:15:11
0x3c6f29F9940Fd96688bB5F23fdcE7bb33Af5d27A,0,798273380290100503,19896799251684,19900544411231,157023764300272254829377,145274679691750501709830,AddLiquidity,139,62,0xabd57f870d95f857dde75f154b0cb4bb41f785121c4c20d51760020a315fe959,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x30945243bc53f28572351caea5445c440f98795289507563010072f3b315920f,18236641,2023-09-28 20:33:47
0x3E292604Ca4339132d6a46D565F5BE7c2301A305,15000000000000000,0,377406320275,377567817979,155786056581578150998436,144129556815430534424709,AddLiquidity,318,116,0x7564191f1428a71699d4644eb0fd263d45133915ddac44030a74b7dcc68099bf,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x9c6019d0a2fd84ceabbb1506619807c6f9a313bc447d969eaaab9774ac80ecd9,18237230,2023-09-28 22:32:11
0x82BbC376FBdE5F824C527C3B687aE35298b77ED2,587020000000000,0,14684262381,14684846899,154881443894611576711127,143292541956194511366200,AddLiquidity,282,63,0xd3098bba7a1c58289692c5454e07bf905f62d69ebfb321fcec19ea2baea3c8d0,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x1cc316167db5b2a5a2e18f2e539f4b501c6d2c6f7912c9c472b22e7ebae142d6,18237740,2023-09-29 00:14:59
0x271fbE8aB7f1fB262f81C77Ea5303F03DA9d3d6A,800000000000000000,800000000000000000,114134992926,114156007966,154883061792123683613765,143294022237061427480159,AddLiquidity,75,54,0x4cbffd3ba966b81b16d95a45c1b9ea2b92654e9d19a31a996af059ed085cab55,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x63c895aa3db7df451ebd8230ae579bf48cbc23869d3ebb0a54d1a579c4e2cbf1,18238183,2023-09-29 01:44:35
